Age,Account_balance,Personal_loan_ind,Home_loan_ind,Prime_Customer_ind,Overall_Satisfaction
43,82768,0,0,1,Satisfied
32,32953,0,0,1,Dis Satisfied
45,16012,1,0,0,Dis Satisfied
62,26975,1,1,1,Dis Satisfied
48,54615,0,1,1,Satisfied
32,69820,1,0,1,Satisfied
36,36051,1,0,0,Dis Satisfied
30,32041,0,1,1,Satisfied
66,26021,0,0,0,Dis Satisfied
29,50274,1,0,1,Satisfied
22,80739,1,0,1,Satisfied
42,93791,1,1,1,Satisfied
46,50543,0,1,1,Satisfied
56,25110,1,0,1,Dis Satisfied
39,79586,1,0,1,Satisfied
40,39010,1,1,0,Satisfied
36,38002,1,1,1,Satisfied
37,20964,0,1,0,Dis Satisfied
46,83194,1,0,1,Satisfied
45,31068,1,0,1,Dis Satisfied
39,84453,0,1,0,Satisfied
61,15038,0,0,0,Dis Satisfied
44,63095,0,1,1,Satisfied
71,20990,1,0,1,Dis Satisfied
28,33970,1,1,1,Satisfied
43,21036,1,0,0,Dis Satisfied
71,12924,1,1,0,Dis Satisfied
29,33053,0,1,0,Satisfied
55,30986,1,0,0,Satisfied
56,12052,0,0,0,Satisfied
43,75125,1,0,1,Satisfied
40,75134,1,1,1,Satisfied
61,18089,1,0,0,Satisfied
73,6963,0,1,0,Satisfied
40,86100,1,1,1,Satisfied
36,37928,0,1,1,Satisfied
38,84269,0,1,0,Satisfied
44,88057,1,0,1,Satisfied
42,17975,0,1,1,Satisfied
34,47062,0,0,1,Satisfied
71,12914,0,0,0,Satisfied
22,37244,0,1,1,Satisfied
42,7920,0,1,1,Satisfied
33,52176,0,0,1,Satisfied
35,7990,0,0,0,Dis Satisfied
48,8978,0,1,0,Dis Satisfied
40,14922,1,1,0,Dis Satisfied
40,31936,0,0,0,Satisfied
26,36050,0,1,1,Satisfied
38,41595,0,1,1,Satisfied
42,16065,0,0,0,Dis Satisfied
24,70881,1,0,0,Satisfied
38,24913,0,0,1,Dis Satisfied
64,10046,0,0,0,Dis Satisfied
47,86917,0,0,1,Satisfied
33,35101,1,1,1,Dis Satisfied
28,101021,0,0,1,Satisfied
38,47571,1,1,0,Dis Satisfied
19,49946,1,0,1,Satisfied
41,18094,0,0,0,Dis Satisfied
33,36930,0,1,1,Satisfied
39,10038,0,0,1,Dis Satisfied
22,47854,1,1,1,Satisfied
25,100084,0,1,1,Satisfied
24,31067,0,1,1,Satisfied
46,53159,1,1,1,Satisfied
45,10937,0,1,0,Satisfied
50,18994,1,0,1,Dis Satisfied
62,31008,0,0,0,Satisfied
71,16024,1,0,0,Satisfied
69,36042,1,0,1,Satisfied
25,61820,1,0,1,Satisfied
63,23055,1,0,0,Satisfied
53,9002,0,1,1,Satisfied
66,33963,0,1,1,Satisfied
37,38947,0,1,0,Satisfied
64,20042,0,0,0,Satisfied
24,70528,1,1,1,Satisfied
60,25992,0,0,0,Dis Satisfied
70,6937,0,1,0,Satisfied
69,37978,1,1,0,Dis Satisfied
47,66921,1,1,1,Satisfied
38,108669,0,1,1,Satisfied
43,28070,0,0,0,Dis Satisfied
32,44155,1,1,1,Satisfied
44,9083,1,1,0,Dis Satisfied
50,33940,0,1,1,Satisfied
39,66390,0,0,1,Satisfied
24,55686,0,0,1,Satisfied
44,35944,1,0,0,Satisfied
39,36945,0,0,0,Dis Satisfied
22,53967,1,1,1,Satisfied
37,35965,1,0,0,Dis Satisfied
22,41890,0,0,1,Satisfied
50,77625,1,0,1,Satisfied
39,67714,1,0,1,Satisfied
52,20931,0,1,0,Dis Satisfied
28,57593,1,0,1,Satisfied
46,37509,1,1,1,Satisfied
35,60625,1,0,1,Satisfied
32,33013,1,0,1,Satisfied
70,28050,1,1,0,Satisfied
40,33962,0,1,0,Satisfied
49,59935,1,1,1,Satisfied
53,25976,0,0,1,Satisfied
54,38054,1,1,0,Satisfied
49,22968,0,0,0,Satisfied
64,27076,1,1,0,Satisfied
63,10063,0,0,0,Satisfied
29,55775,0,0,1,Satisfied
54,7982,0,0,0,Satisfied
41,38074,0,1,0,Dis Satisfied
32,14104,0,1,0,Satisfied
62,17051,1,0,1,Dis Satisfied
25,96249,0,0,1,Satisfied
49,12030,1,1,0,Dis Satisfied
45,5001,1,0,1,Dis Satisfied
50,25047,1,0,1,Dis Satisfied
63,18027,0,1,0,Dis Satisfied
33,62170,0,1,1,Satisfied
53,13922,0,1,1,Dis Satisfied
51,16046,1,0,1,Dis Satisfied
72,18974,0,1,0,Dis Satisfied
38,6937,1,0,1,Dis Satisfied
61,11096,0,1,0,Dis Satisfied
34,17024,1,0,1,Dis Satisfied
50,5998,0,1,0,Dis Satisfied
26,51683,0,0,1,Satisfied
50,39078,1,1,1,Dis Satisfied
64,32096,0,1,0,Dis Satisfied
50,12045,1,1,1,Dis Satisfied
36,25045,0,1,1,Dis Satisfied
23,74771,0,0,0,Satisfied
54,15990,0,0,1,Dis Satisfied
25,82999,1,1,1,Satisfied
27,33092,0,0,0,Satisfied
59,30947,1,1,0,Dis Satisfied
39,29022,1,1,1,Dis Satisfied
41,72979,1,1,1,Satisfied
50,36953,0,1,1,Satisfied
61,19041,0,0,1,Dis Satisfied
68,15087,1,0,0,Dis Satisfied
65,31303,1,1,1,Dis Satisfied
22,50821,0,0,0,Satisfied
48,86715,0,0,1,Satisfied
58,9998,0,0,0,Dis Satisfied
31,54983,1,0,0,Satisfied
25,56985,0,1,1,Satisfied
50,32985,1,1,1,Dis Satisfied
65,29076,0,1,0,Dis Satisfied
43,34990,1,0,0,Dis Satisfied
43,36394,0,1,1,Satisfied
35,29029,0,1,1,Dis Satisfied
34,61933,0,0,1,Satisfied
44,32085,1,0,0,Dis Satisfied
37,55424,1,0,1,Satisfied
45,32080,1,1,1,Dis Satisfied
54,24054,0,1,0,Dis Satisfied
51,6078,0,1,0,Dis Satisfied
33,63892,0,0,1,Satisfied
29,88396,0,0,0,Satisfied
35,6096,0,1,1,Dis Satisfied
35,31089,0,0,1,Satisfied
31,26097,1,0,0,Dis Satisfied
49,18915,0,1,0,Satisfied
37,103787,0,1,0,Satisfied
73,33003,0,1,0,Dis Satisfied
41,28974,1,0,0,Satisfied
39,48979,0,1,0,Satisfied
24,98497,0,0,1,Satisfied
46,39119,1,0,0,Satisfied
31,102158,1,0,1,Satisfied
71,33002,1,1,1,Satisfied
58,29950,1,0,0,Satisfied
41,71031,0,1,1,Satisfied
37,80082,1,0,1,Satisfied
48,4938,0,1,0,Satisfied
30,59850,1,0,1,Satisfied
52,29925,0,0,0,Satisfied
37,6926,0,1,1,Satisfied
69,7059,0,1,0,Dis Satisfied
44,8019,1,0,1,Dis Satisfied
38,5098,0,1,0,Dis Satisfied
23,42098,1,1,1,Satisfied
31,47998,0,1,0,Satisfied
41,66245,1,0,1,Satisfied
49,72737,1,1,0,Satisfied
48,31112,1,0,0,Dis Satisfied
26,36107,0,1,1,Satisfied
70,32115,0,0,1,Dis Satisfied
64,12971,1,1,0,Dis Satisfied
19,29997,1,1,1,Satisfied
48,14036,1,1,0,Dis Satisfied
60,5990,0,1,1,Dis Satisfied
59,24917,0,1,0,Dis Satisfied
41,103239,1,1,0,Satisfied
53,10036,0,0,0,Dis Satisfied
36,34092,0,0,1,Dis Satisfied
43,4963,1,0,0,Dis Satisfied
42,7968,1,0,1,Dis Satisfied
29,39017,1,1,0,Satisfied
73,8905,1,0,1,Dis Satisfied
35,81133,0,1,1,Satisfied
37,8014,0,1,0,Dis Satisfied
72,21088,1,1,1,Dis Satisfied
36,72999,1,1,1,Satisfied
31,34049,1,1,1,Satisfied
47,42658,0,1,1,Satisfied
56,22083,1,0,0,Dis Satisfied
27,83170,1,0,1,Satisfied
49,22072,1,0,0,Dis Satisfied
67,16987,0,0,1,Dis Satisfied
45,57235,1,1,1,Satisfied
71,11939,1,0,0,Dis Satisfied
65,35106,0,0,1,Dis Satisfied
43,97305,0,1,0,Satisfied
67,38922,1,1,1,Satisfied
31,64340,1,1,0,Satisfied
39,11000,0,0,1,Satisfied
28,59698,0,1,1,Satisfied
44,44802,1,0,1,Satisfied
47,22041,1,0,0,Dis Satisfied
46,39869,1,0,0,Satisfied
34,72271,0,1,0,Satisfied
64,29083,0,0,0,Satisfied
49,8032,1,1,1,Satisfied
47,81905,0,0,1,Satisfied
46,70956,1,1,0,Satisfied
42,70713,1,0,1,Satisfied
46,28113,0,1,1,Satisfied
31,70712,0,0,0,Satisfied
56,25072,1,1,0,Dis Satisfied
40,29021,0,1,0,Dis Satisfied
40,35110,1,0,1,Dis Satisfied
40,24985,1,1,0,Dis Satisfied
42,30063,0,1,0,Dis Satisfied
27,57164,1,1,1,Satisfied
36,106021,0,1,0,Satisfied
44,33075,0,0,0,Dis Satisfied
25,91688,1,0,0,Satisfied
57,22993,1,1,0,Dis Satisfied
45,26979,0,1,0,Dis Satisfied
40,41771,0,1,0,Dis Satisfied
49,24056,0,0,0,Dis Satisfied
39,94715,0,0,1,Satisfied
29,99276,1,1,1,Satisfied
44,74108,0,0,0,Satisfied
50,7068,1,1,1,Dis Satisfied
39,63371,1,0,1,Satisfied
66,36027,1,0,1,Dis Satisfied
45,63337,1,0,1,Satisfied
53,6927,1,1,0,Dis Satisfied
51,14988,1,1,1,Dis Satisfied
43,4923,1,1,0,Dis Satisfied
47,28942,0,1,1,Dis Satisfied
59,16079,0,0,0,Dis Satisfied
24,57466,1,1,1,Satisfied
37,53340,0,1,1,Satisfied
48,82954,1,0,1,Satisfied
38,30938,1,1,0,Satisfied
52,21958,1,1,0,Dis Satisfied
34,9956,0,1,0,Dis Satisfied
39,31955,0,1,1,Dis Satisfied
42,53725,1,1,1,Satisfied
19,101652,1,1,1,Satisfied
43,88663,1,0,1,Satisfied
59,37080,1,1,1,Dis Satisfied
23,86552,1,0,1,Satisfied
60,24102,0,1,0,Satisfied
47,57149,1,0,1,Satisfied
53,17953,1,0,0,Satisfied
38,48616,1,1,0,Satisfied
41,26952,0,1,0,Satisfied
46,54769,1,0,1,Satisfied
47,43122,1,0,1,Satisfied
24,71233,1,0,1,Satisfied
51,39016,0,0,0,Dis Satisfied
69,19047,0,0,0,Satisfied
44,34964,0,0,0,Satisfied
49,47800,1,1,1,Satisfied
57,6031,1,0,0,Satisfied
63,33035,1,0,0,Satisfied
47,63313,1,1,1,Satisfied
42,38991,0,1,1,Dis Satisfied
30,93871,1,1,1,Satisfied
66,8986,1,1,0,Dis Satisfied
55,29033,1,0,1,Dis Satisfied
35,92980,0,1,1,Satisfied
33,36530,1,1,1,Satisfied
40,33049,0,0,1,Satisfied
62,30979,0,0,0,Dis Satisfied
37,20971,1,1,0,Dis Satisfied
24,34956,1,0,1,Satisfied
42,52108,0,1,1,Satisfied
66,15024,1,1,0,Dis Satisfied
42,51636,0,1,1,Satisfied
38,29091,1,1,1,Dis Satisfied
21,96215,1,1,1,Satisfied
75,27999,0,0,1,Dis Satisfied
44,20999,0,1,0,Dis Satisfied
43,79980,1,1,1,Satisfied
62,39012,1,1,0,Dis Satisfied
30,68723,0,0,1,Satisfied
71,23006,0,0,0,Dis Satisfied
68,48961,1,1,0,Dis Satisfied
49,44015,0,1,1,Satisfied
50,13925,1,1,1,Dis Satisfied
37,42566,0,0,1,Satisfied
38,11920,0,0,1,Dis Satisfied
44,42044,1,0,1,Satisfied
25,35017,1,0,1,Satisfied
59,10027,0,1,0,Dis Satisfied
35,10947,1,0,0,Dis Satisfied
24,89434,1,1,0,Satisfied
67,22028,0,0,0,Dis Satisfied
36,33059,0,1,1,Satisfied
38,11077,0,1,1,Dis Satisfied
30,56343,0,1,0,Satisfied
43,23017,1,0,1,Dis Satisfied
47,26053,0,0,1,Dis Satisfied
30,89309,1,0,0,Satisfied
69,5967,0,0,1,Dis Satisfied
44,35114,1,0,0,Dis Satisfied
58,11074,1,0,0,Dis Satisfied
29,81411,0,0,1,Satisfied
43,33091,1,1,1,Satisfied
24,78510,1,0,1,Satisfied
36,11099,1,0,0,Dis Satisfied
32,57260,1,0,1,Satisfied
24,58297,0,1,1,Satisfied
53,30114,0,1,0,Dis Satisfied
46,19030,1,1,0,Dis Satisfied
21,33056,1,1,1,Satisfied
34,42238,1,0,1,Satisfied
62,29992,1,0,0,Dis Satisfied
35,39728,1,0,1,Satisfied
23,65761,1,0,1,Satisfied
58,7928,1,1,0,Dis Satisfied
33,62091,1,0,1,Satisfied
59,10939,1,1,0,Dis Satisfied
43,54248,0,0,1,Satisfied
45,9977,0,0,0,Dis Satisfied
66,10059,1,0,1,Dis Satisfied
29,39052,1,1,1,Satisfied
60,30113,0,0,0,Dis Satisfied
59,30076,0,1,0,Dis Satisfied
53,23989,1,0,0,Dis Satisfied
45,20940,0,1,0,Dis Satisfied
46,53681,0,1,1,Satisfied
35,87619,1,1,1,Satisfied
23,33297,0,1,0,Satisfied
70,38952,1,0,0,Satisfied
63,21000,1,1,1,Satisfied
35,50917,0,0,1,Satisfied
67,32048,1,1,0,Satisfied
64,29962,1,1,1,Satisfied
38,23052,0,0,1,Satisfied
64,26926,1,0,0,Satisfied
56,28989,1,1,0,Satisfied
38,42261,0,1,1,Satisfied
44,4946,0,0,0,Satisfied
33,28101,0,0,0,Satisfied
40,36934,0,1,0,Satisfied
46,25995,0,0,0,Satisfied
36,39978,0,1,1,Satisfied
43,68323,0,1,1,Satisfied
48,34946,1,0,0,Satisfied
47,22087,0,1,0,Dis Satisfied
37,17017,1,0,0,Dis Satisfied
38,37118,1,0,1,Dis Satisfied
28,37092,1,0,1,Satisfied
52,8033,1,1,1,Dis Satisfied
72,15920,1,0,0,Dis Satisfied
44,14021,0,0,0,Dis Satisfied
33,90940,0,1,1,Satisfied
40,21105,1,0,0,Dis Satisfied
23,35959,1,0,0,Satisfied
32,69934,1,0,0,Satisfied
67,26087,1,0,1,Dis Satisfied
73,31029,1,1,1,Dis Satisfied
35,63668,1,0,1,Satisfied
43,67639,1,0,1,Satisfied
48,34000,0,1,1,Dis Satisfied
69,15078,0,1,0,Dis Satisfied
29,107565,1,1,1,Satisfied
19,74420,1,0,1,Satisfied
19,32069,0,1,1,Satisfied
49,86217,1,1,1,Satisfied
60,10922,1,1,0,Dis Satisfied
72,29926,0,1,0,Dis Satisfied
71,38097,0,1,0,Dis Satisfied
36,63630,1,0,0,Satisfied
52,34918,1,0,0,Dis Satisfied
54,23029,1,1,0,Dis Satisfied
68,30003,1,0,0,Dis Satisfied
61,17953,0,0,0,Dis Satisfied
32,73885,0,0,1,Satisfied
67,12068,1,1,1,Dis Satisfied
23,41322,1,0,1,Satisfied
45,18984,0,0,1,Dis Satisfied
45,14976,1,0,0,Dis Satisfied
60,26065,0,0,0,Dis Satisfied
46,13042,1,1,0,Dis Satisfied
71,13995,1,1,0,Dis Satisfied
29,68125,0,0,1,Satisfied
57,10979,1,0,0,Dis Satisfied
19,76465,0,1,1,Satisfied
49,32015,0,0,1,Dis Satisfied
42,79690,1,1,1,Satisfied
54,27099,0,0,0,Dis Satisfied
36,36949,0,0,1,Satisfied
47,78055,0,0,1,Satisfied
43,92040,1,0,1,Satisfied
49,31073,0,1,1,Dis Satisfied
27,88515,0,0,1,Satisfied
25,99721,0,1,1,Satisfied
49,17944,1,1,0,Dis Satisfied
36,15033,0,1,1,Dis Satisfied
48,35025,0,0,1,Satisfied
40,33929,1,0,1,Dis Satisfied
40,13071,1,1,1,Satisfied
46,51763,1,0,1,Satisfied
61,28957,1,1,1,Satisfied
45,27012,0,1,1,Satisfied
68,15930,1,1,0,Satisfied
45,35018,0,0,1,Satisfied
73,25103,1,0,0,Satisfied
42,54270,1,0,1,Satisfied
58,26040,1,0,1,Satisfied
37,49260,1,0,0,Satisfied
42,6940,0,0,0,Dis Satisfied
43,35526,0,0,1,Satisfied
41,29931,0,1,0,Satisfied
50,25931,0,0,1,Satisfied
46,19965,0,0,0,Satisfied
36,71452,0,1,1,Satisfied
57,38999,0,1,0,Dis Satisfied
50,19928,0,1,0,Dis Satisfied
72,38939,0,0,0,Dis Satisfied
39,13030,1,0,0,Dis Satisfied
58,10929,0,1,0,Dis Satisfied
70,33040,0,0,1,Dis Satisfied
67,19034,1,0,1,Dis Satisfied
36,24071,0,0,0,Dis Satisfied
25,54374,0,1,1,Satisfied
43,51243,1,0,1,Satisfied
49,45643,0,1,0,Dis Satisfied
44,31972,0,0,1,Satisfied
62,27077,0,1,1,Dis Satisfied
48,20051,1,0,0,Dis Satisfied
42,70430,0,0,1,Satisfied
42,6086,0,1,1,Dis Satisfied
61,38926,0,1,1,Dis Satisfied
34,103640,0,0,1,Satisfied
42,74793,1,0,1,Satisfied
34,32941,0,0,0,Dis Satisfied
42,34934,1,0,1,Satisfied
36,50288,1,0,1,Satisfied
49,25976,1,0,0,Dis Satisfied
64,15050,0,0,1,Dis Satisfied
74,28034,0,1,0,Dis Satisfied
51,21937,1,0,1,Dis Satisfied
53,27097,1,1,0,Dis Satisfied
43,10102,0,0,0,Dis Satisfied
44,72502,1,0,1,Satisfied
62,17968,1,1,0,Dis Satisfied
39,93488,0,1,1,Satisfied
39,18078,0,1,1,Dis Satisfied
35,65759,1,0,1,Satisfied
39,68003,0,0,1,Satisfied
42,79519,1,1,0,Satisfied
55,38057,0,0,0,Dis Satisfied
34,80411,0,0,0,Satisfied
44,101139,0,1,1,Satisfied
40,69133,1,0,1,Satisfied
42,23076,1,1,1,Dis Satisfied
41,19082,0,0,1,Dis Satisfied
67,29949,0,1,0,Dis Satisfied
29,64468,1,1,1,Satisfied
68,28025,1,1,1,Dis Satisfied
55,47890,1,0,0,Dis Satisfied
42,36822,1,1,1,Satisfied
36,22991,1,1,0,Dis Satisfied
40,24010,1,1,1,Dis Satisfied
43,31083,1,1,1,Dis Satisfied
54,7977,1,0,1,Dis Satisfied
42,68121,1,0,1,Satisfied
39,104631,1,1,1,Satisfied
42,21954,1,1,1,Dis Satisfied
34,84542,0,0,1,Satisfied
60,10055,1,0,0,Dis Satisfied
50,38033,0,1,1,Dis Satisfied
57,18993,0,1,0,Dis Satisfied
40,5023,0,1,1,Dis Satisfied
38,23960,1,0,1,Dis Satisfied
27,87028,1,1,0,Satisfied
35,35042,1,0,1,Satisfied
30,98505,1,1,1,Satisfied
69,5099,1,0,0,Dis Satisfied
61,17035,0,1,0,Dis Satisfied
40,24997,1,1,1,Dis Satisfied
37,31106,1,1,0,Satisfied
42,28007,0,0,0,Dis Satisfied
49,26925,0,0,1,Dis Satisfied
48,82312,1,0,1,Satisfied
34,38037,1,0,0,Dis Satisfied
40,17100,0,1,0,Dis Satisfied
57,27020,1,0,0,Dis Satisfied
27,37960,1,1,1,Satisfied
72,19005,1,0,0,Dis Satisfied
32,102052,0,1,1,Satisfied
62,42008,1,0,0,Dis Satisfied
31,30073,1,0,1,Satisfied
46,78367,1,1,1,Satisfied
39,18984,1,1,1,Dis Satisfied
28,105159,1,1,1,Satisfied
38,37109,0,0,1,Dis Satisfied
35,53256,1,0,1,Satisfied
58,25064,0,1,0,Dis Satisfied
55,7949,1,1,1,Dis Satisfied
58,15996,0,0,0,Dis Satisfied
66,7949,0,1,1,Dis Satisfied
42,17071,1,0,0,Dis Satisfied
37,45124,1,0,0,Dis Satisfied
30,51502,1,1,1,Satisfied
22,58118,1,0,1,Satisfied
19,35020,0,0,1,Satisfied
30,70449,0,1,1,Satisfied
27,45955,1,1,1,Satisfied
54,34965,1,0,1,Dis Satisfied
60,38945,1,0,1,Dis Satisfied
42,78210,1,1,1,Satisfied
68,23033,0,1,0,Dis Satisfied
34,53251,0,1,1,Satisfied
38,44858,1,1,1,Satisfied
44,37019,1,0,1,Dis Satisfied
48,10055,1,1,0,Dis Satisfied
57,36104,0,1,1,Dis Satisfied
32,34968,0,0,1,Satisfied
73,37927,0,1,0,Dis Satisfied
43,21939,1,1,1,Dis Satisfied
33,82927,1,1,1,Satisfied
48,10918,1,1,1,Dis Satisfied
40,21083,1,0,0,Dis Satisfied
34,56531,1,1,0,Satisfied
49,26927,1,1,1,Dis Satisfied
35,38799,1,0,1,Satisfied
68,20974,1,0,0,Dis Satisfied
41,77789,0,1,1,Satisfied
37,33937,0,0,1,Satisfied
40,65014,1,0,1,Satisfied
68,27921,0,1,1,Dis Satisfied
60,37027,0,1,1,Dis Satisfied
26,61458,1,0,1,Satisfied
36,37068,1,1,1,Satisfied
40,65558,1,1,1,Satisfied
74,36088,1,1,0,Dis Satisfied
51,9015,0,1,0,Dis Satisfied
41,33935,1,0,0,Dis Satisfied
36,31045,1,0,0,Dis Satisfied
29,87657,1,0,1,Satisfied
70,38026,1,1,0,Dis Satisfied
48,6065,1,1,0,Dis Satisfied
42,61295,1,0,1,Satisfied
56,38994,1,1,0,Dis Satisfied
75,24093,1,0,0,Dis Satisfied
32,49280,1,0,1,Satisfied
40,32005,0,0,1,Satisfied
53,35940,1,1,0,Dis Satisfied
68,31949,1,0,1,Dis Satisfied
33,21989,1,1,0,Dis Satisfied
58,5069,0,0,0,Dis Satisfied
24,89667,1,1,1,Satisfied
32,6925,0,0,0,Dis Satisfied
38,31923,0,0,1,Satisfied
33,39047,0,0,0,Dis Satisfied
29,104020,1,1,0,Satisfied
62,15022,0,0,0,Dis Satisfied
75,15954,1,1,1,Dis Satisfied
49,14028,0,1,1,Dis Satisfied
35,36076,1,1,0,Dis Satisfied
48,81664,1,0,1,Satisfied
61,17035,0,0,0,Dis Satisfied
42,34114,1,0,1,Satisfied
43,86968,0,1,1,Satisfied
23,92233,1,0,1,Satisfied
35,65898,1,0,0,Satisfied
43,12015,0,0,0,Dis Satisfied
20,46794,1,1,1,Satisfied
39,20072,0,1,1,Dis Satisfied
52,6970,0,1,0,Dis Satisfied
63,12972,1,0,0,Dis Satisfied
54,31984,1,1,0,Dis Satisfied
42,5025,1,1,0,Dis Satisfied
26,71178,1,1,1,Satisfied
70,9043,1,0,0,Dis Satisfied
39,76052,1,1,1,Satisfied
22,36072,0,1,1,Satisfied
50,39043,1,0,1,Satisfied
55,4925,0,1,0,Satisfied
56,14091,0,0,1,Satisfied
63,20991,1,0,0,Satisfied
34,33934,1,0,1,Satisfied
22,78887,0,0,0,Satisfied
41,86911,0,0,1,Satisfied
40,94401,0,1,1,Satisfied
45,37753,0,0,1,Satisfied
33,61455,0,0,1,Satisfied
23,79166,0,1,1,Satisfied
38,100460,1,1,0,Satisfied
45,64359,1,0,0,Satisfied
26,39724,0,1,1,Satisfied
72,18089,0,1,0,Dis Satisfied
29,53997,1,0,1,Satisfied
74,45385,0,0,0,Dis Satisfied
38,74158,1,1,1,Satisfied
58,19094,0,1,0,Dis Satisfied
49,85841,1,0,1,Satisfied
20,36937,1,1,1,Satisfied
45,58297,0,1,1,Satisfied
40,32957,0,1,0,Dis Satisfied
69,17010,1,1,0,Dis Satisfied
25,86299,0,0,1,Satisfied
52,10940,1,1,0,Dis Satisfied
48,33023,1,1,0,Dis Satisfied
31,34044,0,1,1,Satisfied
38,8948,0,0,0,Dis Satisfied
53,14068,0,0,0,Dis Satisfied
43,9954,1,0,1,Dis Satisfied
39,27101,0,1,1,Satisfied
43,35031,1,1,0,Satisfied
55,10038,0,1,0,Satisfied
34,36047,0,1,0,Satisfied
50,15024,0,1,1,Satisfied
22,98907,0,0,1,Satisfied
65,13089,1,1,0,Satisfied
40,32045,1,1,1,Satisfied
38,26922,0,0,1,Satisfied
53,8911,1,0,0,Satisfied
57,33983,1,0,0,Dis Satisfied
46,44008,0,0,1,Satisfied
26,92152,0,0,1,Satisfied
33,74147,1,0,1,Satisfied
40,6978,0,1,0,Satisfied
44,79467,1,0,0,Satisfied
65,5020,0,0,1,Dis Satisfied
68,25043,1,1,0,Dis Satisfied
34,85233,1,0,1,Satisfied
31,41312,1,1,1,Satisfied
31,82161,1,0,0,Satisfied
47,38110,0,0,1,Dis Satisfied
25,38145,0,1,1,Satisfied
34,23034,1,0,1,Dis Satisfied
56,20104,1,1,0,Dis Satisfied
28,84091,0,1,1,Satisfied
68,14054,1,1,0,Dis Satisfied
41,72469,0,1,0,Satisfied
73,17030,0,1,0,Dis Satisfied
39,7046,0,1,1,Dis Satisfied
50,30865,0,1,1,Dis Satisfied
44,86640,1,0,1,Satisfied
35,52352,1,1,1,Satisfied
42,63772,0,1,1,Satisfied
23,34938,0,0,1,Satisfied
38,87151,0,1,0,Satisfied
40,8973,0,1,1,Satisfied
35,68041,0,1,1,Satisfied
52,29056,1,1,0,Satisfied
40,25048,0,0,1,Satisfied
33,57548,1,1,1,Satisfied
42,32932,1,1,1,Satisfied
44,12083,0,1,0,Satisfied
29,45576,0,0,1,Satisfied
52,17966,1,1,1,Satisfied
19,56267,0,0,1,Satisfied
59,11949,1,0,1,Satisfied
24,31108,1,0,1,Satisfied
31,70568,1,0,1,Satisfied
35,17050,1,0,0,Satisfied
47,64923,0,0,1,Satisfied
66,25964,1,1,0,Dis Satisfied
36,22068,0,1,1,Dis Satisfied
31,46612,1,0,1,Satisfied
44,50237,0,1,1,Satisfied
25,30052,0,1,1,Satisfied
25,73380,1,0,1,Satisfied
20,82320,1,1,1,Satisfied
44,38100,1,1,1,Satisfied
30,49532,0,1,1,Satisfied
31,34104,0,0,0,Dis Satisfied
48,72252,0,1,0,Satisfied
44,33927,1,1,1,Satisfied
54,37960,1,1,1,Dis Satisfied
40,7987,1,1,0,Dis Satisfied
48,30093,0,0,1,Satisfied
44,50455,1,1,1,Satisfied
33,37067,1,0,1,Dis Satisfied
33,26017,1,0,1,Dis Satisfied
42,37063,0,1,0,Satisfied
22,47985,0,1,1,Satisfied
50,14077,1,0,0,Dis Satisfied
38,35088,0,0,0,Dis Satisfied
46,86382,0,0,1,Satisfied
33,20927,1,1,1,Dis Satisfied
41,53923,1,0,1,Satisfied
44,36075,0,1,1,Dis Satisfied
59,9978,0,1,0,Dis Satisfied
59,15940,0,0,0,Dis Satisfied
60,10964,0,0,0,Dis Satisfied
41,52583,0,1,1,Satisfied
36,62310,0,1,0,Satisfied
61,37109,0,1,0,Dis Satisfied
22,88688,0,0,1,Satisfied
25,45472,0,0,0,Satisfied
46,38095,1,1,1,Satisfied
48,28948,0,1,0,Dis Satisfied
46,34055,0,1,1,Satisfied
41,12988,0,1,0,Dis Satisfied
46,47268,0,0,1,Satisfied
24,85663,0,1,1,Satisfied
43,65367,0,0,0,Satisfied
63,35106,1,1,1,Satisfied
46,27924,1,0,0,Satisfied
46,19030,0,1,1,Satisfied
47,95554,1,1,1,Satisfied
53,13913,1,0,1,Satisfied
25,31995,0,1,1,Satisfied
24,30101,1,1,1,Satisfied
67,35016,0,1,1,Satisfied
42,36054,1,0,1,Satisfied
65,30959,1,1,1,Satisfied
61,24986,1,1,1,Satisfied
46,87165,1,1,1,Satisfied
48,31020,1,1,0,Dis Satisfied
50,14975,0,0,0,Dis Satisfied
28,94080,1,0,1,Satisfied
55,27953,0,0,0,Dis Satisfied
36,7050,1,1,0,Dis Satisfied
69,34091,0,1,1,Dis Satisfied
56,14000,1,0,1,Dis Satisfied
28,30031,1,0,0,Satisfied
64,23922,1,0,1,Dis Satisfied
39,30023,0,1,1,Dis Satisfied
57,11079,1,1,1,Dis Satisfied
58,12032,1,1,1,Dis Satisfied
46,8955,0,1,1,Dis Satisfied
28,71848,0,0,1,Satisfied
59,9101,0,0,0,Dis Satisfied
64,31926,1,0,0,Dis Satisfied
30,83211,0,0,1,Satisfied
57,23010,0,1,1,Dis Satisfied
42,28020,1,1,0,Dis Satisfied
67,16995,1,1,0,Dis Satisfied
60,10917,0,0,1,Dis Satisfied
40,83415,1,0,1,Satisfied
46,23038,0,1,0,Dis Satisfied
45,23112,0,0,1,Dis Satisfied
26,107673,0,1,1,Satisfied
42,14911,1,1,0,Dis Satisfied
67,37280,1,0,1,Dis Satisfied
43,27066,0,1,0,Dis Satisfied
44,32980,0,1,1,Satisfied
